Doc,Sum,Subject,Stems
_cr11302,"In this study, ChadÛªs economic developments and policies have been prepared by an IMF staff team. The recent economic developments and risks of the financial system are reported. Budget discipline has been improved by strengthening the public financial system (PFM). The views of IMF staff regarding medium-term fiscal policy, the financial sector assessment program (FSAP), and tax measures have also been accepted by the authorities. Finally, the IMF staff appraisal also outlined. In this paper, recent developments in public external debt and public domestic debt are studied.  ","['Article IV consultation reports', 'Debt relief', 'Debt sustainability analysis', 'Economic indicators', 'Economic recovery', 'Public investment programs', 'Staff Reports']","['measur', 'medium-term', 'prepar', 'final', 'studi', 'econom', 'develop', 'risk', 'fsap', 'pfm', 'public', 'improv', 'chad\x89ûª', 'apprais', 'sector', 'polici', 'system', 'team', 'regard', 'assess', 'tax', 'outlin', 'also', 'staff', 'recent', 'domest', 'budget', 'extern', 'view', 'debt', 'accept', 'strengthen', 'paper', 'disciplin', 'imf', 'fiscal', 'program', 'financi', 'author', 'report']"
_cr11300,"In this study, AustraliaÛªs economic performance from the onset of the global financial crisis is discussed. A healthy banking system, flexible exchange rate, and robust demand for commodities from Asia are important for good performance. Although recent global market volatility has increased uncertainty about the economic outlook and tilted risks downward, strong commodity demand from emerging Asia underpins AustraliaÛªs favorable economic prospects. The importance of tax and structural reforms is emphasized. The Australian Prudential Regulation AuthorityÛªs plans are used to undertake stress tests incorporating disruptions to funding markets. ","['Article IV consultation reports', 'Bank supervision', 'Banks', 'Economic indicators', 'Economic recovery', 'Fiscal reforms', 'Housing prices', 'Staff Reports', 'Tax reforms']","['emerg', 'test', 'australian', 'increas', 'flexibl', 'downward', 'disrupt', 'crisi', 'studi', 'econom', 'tilt', 'risk', 'strong', 'prudenti', 'use', 'stress', 'outlook', 'incorpor', 'structur', 'authority\x89ûª', 'system', 'volatil', 'commod', 'perform', 'discuss', 'although', 'rate', 'market', 'australia\x89ûª', 'favor', 'plan', 'tax', 'recent', 'global', 'good', 'underpin', 'uncertainti', 'onset', 'reform', 'demand', 'exchang', 'prospect', 'robust', 'fund', 'regul', 'asia', 'undertak', 'healthi', 'bank', 'emphas', 'financi', 'import']"
_cr11294,"The reports highlights that, even though the Russian economy has started reviving from the crisis, growth has been moderate and inflation high. Executive Directors have advised that the focus should be on reducing fiscal vulnerabilities, lowering inflation, promoting a stronger and more competitive banking system, and creating a favorable environment for investment and economic diversification. Directors encouraged the authorities to undertake growth-friendly, credible, and ambitious fiscal consolidation. They have supported the Financial Sector Assessment Program (FSAP) recommendations to strengthen financial sector policies. ",['Russian Federation'],"['financi', 'director', 'moder', 'growth', 'inflat', 'encourag', 'ambiti', 'crisi', 'advis', 'even', 'econom', 'economi', 'invest', 'fsap', 'stronger', 'competit', 'author', 'recommend', 'sector', 'polici', 'vulner', 'system', 'growth-friend', 'consolid', 'favor', 'assess', 'focus', 'highlight', 'reduc', 'lower', 'support', 'start', 'diversif', 'though', 'environ', 'high', 'creat', 'strengthen', 'russian', 'credibl', 'undertak', 'program', 'execut', 'fiscal', 'bank', 'promot', 'report', 'reviv']"
_cr11293,"Owing to severe fiscal and external imbalances, the Maldives government adopted an IMF program in 2009. Despite some crucial initial actions, fiscal slippages and political polarization have undermined the restoration of sustainability. The key policy challenge is to prevent a fiscal crisis, achieve macroeconomic sustainability, and stimulate growth. The authorities concur with the need to tighten monetary policy. The authorities have welcomed the IMF program as a useful framework to guide and reinforce their efforts to restore external balance and fiscal sustainability. ","['Article IV consultation reports', 'Banking sector', 'Economic indicators', 'Economic recovery', 'Exchange rate adjustments', 'Staff Reports']","['sustain', 'slippag', 'imbal', 'maldiv', 'growth', 'action', 'despit', 'undermin', 'crisi', 'balanc', 'polit', 'need', 'welcom', 'macroeconom', 'use', 'achiev', 'owe', 'polici', 'restor', 'adopt', 'initi', 'prevent', 'stimul', 'key', 'extern', 'sever', 'govern', 'monetari', 'effort', 'concur', 'reinforc', 'guid', 'imf', 'polar', 'fiscal', 'program', 'tighten', 'author', 'crucial', 'challeng', 'framework']"
_cr11275,"Increasing integration to the East has benefited the Austrian economy, but also created vulnerabilities that came to a head with the global financial crisis. The crisis has highlighted old challenges and created new ones that need to be addressed. The banking sectorÛªs return to more normal levels of profitability creates the conditions for a further build-up of high-quality capital and exit from government support. Policies to foster labor market participation by low-skill workers and human capital accumulation would increase long-term growth.","['Article IV consultation reports', 'Bank resolution', 'Bank supervision', 'Banking sector', 'Economic indicators', 'Fiscal consolidation', 'Fiscal reforms', 'Labor markets', 'Staff Reports']","['particip', 'high-qual', 'build-up', 'normal', 'one', 'low-skil', 'exit', 'increas', 'growth', 'capit', 'crisi', 'human', 'new', 'benefit', 'need', 'came', 'long-term', 'east', 'sector\x89ûª', 'integr', 'profit', 'polici', 'vulner', 'old', 'market', 'also', 'condit', 'accumul', 'highlight', 'global', 'head', 'support', 'would', 'labor', 'creat', 'govern', 'austrian', 'worker', 'return', 'foster', 'level', 'bank', 'financi', 'challeng', 'address', 'economi']"
_cr11270,"Following a two-year long recession, a gradual recovery of St. Kitts and NevisÛª highly indebted economy is under way. The government has shown remarkable resolve in pursuing fiscal consolidation. Notwithstanding the fiscal adjustment, a comprehensive and timely public debt restructuring is critical for the program to be fully financed and to achieve debt sustainability. Available financial sector indicators point to a well-capitalized banking system. Regulation of the non-bank financial sector has been strengthened, but continued efforts are needed to ensure effective supervision.","['Article IV consultation reports', 'Balance of payments need', 'Bank supervision', 'Banking sector', 'Debt restructuring', 'Economic indicators', 'Economic recovery', 'Exchange rate assessments', 'Fiscal consolidation', 'Fiscal policy', 'Fiscal reforms', 'Nonbank financial sector', 'Saint Kitts and Nevis', 'Staff Reports', 'Stand-by arrangement requests']","['sustain', 'financi', 'well-capit', 'supervis', 'pursu', 'kitt', 'comprehens', 'restructur', 'gradual', 'recess', 'financ', 'need', 'resolv', 'long', 'critic', 'public', 'shown', 'remark', 'sector', 'achiev', 'point', 'time', 'system', 'consolid', 'recoveri', 'nevis\x89ûª', 'non-bank', 'two-year', 'continu', 'st.', 'indic', 'fulli', 'ensur', 'effect', 'debt', 'high', 'indebt', 'way', 'govern', 'notwithstand', 'strengthen', 'avail', 'effort', 'regul', 'program', 'follow', 'adjust', 'fiscal', 'bank', 'economi']"
_cr11266,"In this study, CameroonÛªs economic recovery, low inflation, and positive economic prospects have been ascribed. Efforts to improve non-oil revenue by broadening the tax base, streamlining exemptions, and increasing the efficiency of tax and customs administration are outlined. The need to rebuild fiscal buffers, strengthen the budget execution process, and accelerate efforts to operationalize the medium-term expenditure framework are emphasized. The importance of redoubling efforts to address the severe infrastructure gap and improve the business climate and competitiveness are also provided.","['Article IV consultation reports', 'Banking sector', 'Budgets', 'Debt sustainability analysis', 'Economic growth', 'Economic indicators', 'Economic recovery', 'External borrowing', 'Infrastructure', 'Staff Reports']","['process', 'gap', 'broaden', 'medium-term', 'climat', 'provid', 'rebuild', 'increas', 'inflat', 'ascrib', 'cameroon\x89ûª', 'studi', 'expenditur', 'econom', 'need', 'buffer', 'competit', 'improv', 'acceler', 'recoveri', 'posit', 'infrastructur', 'low', 'tax', 'outlin', 'also', 'base', 'streamlin', 'operation', 'effici', 'import', 'exempt', 'budget', 'sever', 'strengthen', 'redoubl', 'prospect', 'effort', 'administr', 'busi', 'fiscal', 'revenu', 'execut', 'non-oil', 'emphas', 'custom', 'address', 'framework']"
_cr11258,"In recent years, the IMF has released a growing number of reports and other documents covering economic and financial developments and trends in member countries. Each report, prepared by a staff team after discussions with government officials, is published at the option of the member country.","['Article IV consultation reports', 'Bank supervision', 'Capital flows', 'Economic growth', 'Economic indicators', 'Economic recovery', 'Export competitiveness', 'Flexible exchange rate policy', 'Labor market reforms', 'Staff Reports', 'Unemployment']","['number', 'cover', 'document', 'trend', 'member', 'prepar', 'econom', 'develop', 'option', 'grow', 'team', 'discuss', 'year', 'releas', 'staff', 'recent', 'countri', 'publish', 'govern', 'offici', 'imf', 'financi', 'report']"
_cr11260,"In recent years, the IMF has released a growing number of reports and other documents covering economic and financial developments and trends in member countries. Each report, prepared by a staff team after discussions with government officials, is published at the option of the member country.","['Article IV consultation reports', 'Debt sustainability analysis', 'Economic growth', 'Economic indicators', 'Economic recovery', 'Flexible exchange rate policy', 'Productivity', 'Risk management']","['number', 'cover', 'document', 'trend', 'member', 'prepar', 'econom', 'develop', 'option', 'grow', 'team', 'discuss', 'year', 'releas', 'staff', 'recent', 'countri', 'publish', 'govern', 'offici', 'imf', 'financi', 'report']"
_cr11192,"In this study, ChinaÛªs economic developments and policies are discussed. Economic growth has been increased by expanding infrastructure and real estate construction. The policy measures outlined in the twelfth five-year plan and implementation of financial reform are important for ChinaÛªs balanced global growth. The price-based tools of monetary policy, improvement over monetary policy framework, and interest rate structure are encouraged. The financial sector assessment program and the importance of well-sequenced financial liberalization and reforms, which are part of ChinaÛªs rebalancing strategy, are ascribed.",['China'],"['twelfth', 'measur', 'growth', 'increas', 'tool', 'encourag', 'real', 'strategi', 'ascrib', 'studi', 'balanc', 'econom', 'develop', 'price-bas', 'well-sequenc', 'improv', 'sector', 'polici', 'structur', 'expand', 'discuss', 'rate', 'assess', 'plan', 'infrastructur', 'implement', 'five-year', 'outlin', 'rebalanc', 'part', 'estat', 'global', 'liber', 'construct', 'interest', 'china\x89ûª', 'reform', 'monetari', 'program', 'financi', 'import', 'framework']"
_cr11256,"In this paper, the economic growth of Suriname is discussed. The fiscal deficit shifted from 2.2 percent to 3.3 percent of GDP during 2009ÛÒ10. In 2010, CLICO-Suriname was acquired by a local insurance company. The need to rein in current expenditure and avoid development of wageÛÒprice inflation and strengthen the social support programs are stressed by the authorities. The introduction of VAT and other systems are discussed. Finally, improvement over the business environment to facilitate the development of the private sector and global economy was encouraged.","['Article IV consultation reports', 'Bank supervision', 'Banking sector', 'Debt sustainability analysis', 'Devaluation', 'Economic indicators', 'Fiscal policy', 'Monetary policy', 'Public information notices', 'Staff Reports', 'Suriname']","['growth', 'gdp', 'rein', 'inflat', 'final', 'privat', 'introduct', 'encourag', 'insur', 'compani', 'expenditur', 'local', 'econom', 'current', 'develop', 'need', 'facilit', 'surinam', 'dure', 'improv', 'stress', 'sector', 'system', 'discuss', 'percent', 'clico-surinam', 'deficit', 'global', 'shift', 'vat', 'acquir', 'support', 'social', 'environ', 'strengthen', 'paper', 'wage\x89ûòpric', 'busi', 'fiscal', 'program', 'author', 'avoid', 'economi']"
